,Region,Year,Series_x,Value_x,Series_y,Value_y
10771,Luxembourg,2017,"Intentional homicide rates per 100,000",0.3379,Gross enrollment ratio - Primary (male),102.5641
10772,Luxembourg,2017,"Intentional homicide rates per 100,000",0.3379,Gross enrollment ratio - Primary (female),101.9962
10774,Luxembourg,2017,"Intentional homicide rates per 100,000",0.3379,Gross enrollment ratio - Secondary (male),102.5904
10775,Luxembourg,2017,"Intentional homicide rates per 100,000",0.3379,Gross enrollment ratio - Secondary (female),104.78
10777,Luxembourg,2017,"Intentional homicide rates per 100,000",0.3379,Gross enrollment ratio - Tertiary (male),18.2181
10778,Luxembourg,2017,"Intentional homicide rates per 100,000",0.3379,Gross enrollment ratio - Tertiary (female),20.1493
10780,Luxembourg,2017,"Assault rate per 100,000 population",98.82,Gross enrollment ratio - Primary (male),102.5641
10781,Luxembourg,2017,"Assault rate per 100,000 population",98.82,Gross enrollment ratio - Primary (female),101.9962
10783,Luxembourg,2017,"Assault rate per 100,000 population",98.82,Gross enrollment ratio - Secondary (male),102.5904
10784,Luxembourg,2017,"Assault rate per 100,000 population",98.82,Gross enrollment ratio - Secondary (female),104.78
10786,Luxembourg,2017,"Assault rate per 100,000 population",98.82,Gross enrollment ratio - Tertiary (male),18.2181
10787,Luxembourg,2017,"Assault rate per 100,000 population",98.82,Gross enrollment ratio - Tertiary (female),20.1493
10789,Luxembourg,2017,"Kidnapping at the national level, rate per 100,000",7.771,Gross enrollment ratio - Primary (male),102.5641
10790,Luxembourg,2017,"Kidnapping at the national level, rate per 100,000",7.771,Gross enrollment ratio - Primary (female),101.9962
10792,Luxembourg,2017,"Kidnapping at the national level, rate per 100,000",7.771,Gross enrollment ratio - Secondary (male),102.5904
10793,Luxembourg,2017,"Kidnapping at the national level, rate per 100,000",7.771,Gross enrollment ratio - Secondary (female),104.78
10795,Luxembourg,2017,"Kidnapping at the national level, rate per 100,000",7.771,Gross enrollment ratio - Tertiary (male),18.2181
10796,Luxembourg,2017,"Kidnapping at the national level, rate per 100,000",7.771,Gross enrollment ratio - Tertiary (female),20.1493
10798,Luxembourg,2017,"Robbery at the national level, rate per 100,000 population",76.689,Gross enrollment ratio - Primary (male),102.5641
10799,Luxembourg,2017,"Robbery at the national level, rate per 100,000 population",76.689,Gross enrollment ratio - Primary (female),101.9962
10801,Luxembourg,2017,"Robbery at the national level, rate per 100,000 population",76.689,Gross enrollment ratio - Secondary (male),102.5904
10802,Luxembourg,2017,"Robbery at the national level, rate per 100,000 population",76.689,Gross enrollment ratio - Secondary (female),104.78
10804,Luxembourg,2017,"Robbery at the national level, rate per 100,000 population",76.689,Gross enrollment ratio - Tertiary (male),18.2181
10805,Luxembourg,2017,"Robbery at the national level, rate per 100,000 population",76.689,Gross enrollment ratio - Tertiary (female),20.1493
10807,Luxembourg,2017,"Total Sexual Violence at the national level, rate per 100,000",61.149,Gross enrollment ratio - Primary (male),102.5641
10808,Luxembourg,2017,"Total Sexual Violence at the national level, rate per 100,000",61.149,Gross enrollment ratio - Primary (female),101.9962
10810,Luxembourg,2017,"Total Sexual Violence at the national level, rate per 100,000",61.149,Gross enrollment ratio - Secondary (male),102.5904
10811,Luxembourg,2017,"Total Sexual Violence at the national level, rate per 100,000",61.149,Gross enrollment ratio - Secondary (female),104.78
10813,Luxembourg,2017,"Total Sexual Violence at the national level, rate per 100,000",61.149,Gross enrollment ratio - Tertiary (male),18.2181
10814,Luxembourg,2017,"Total Sexual Violence at the national level, rate per 100,000",61.149,Gross enrollment ratio - Tertiary (female),20.1493
10816,Madagascar,2010,"Assault rate per 100,000 population",16.31,Gross enrollment ratio - Primary (male),145.027
10817,Madagascar,2010,"Assault rate per 100,000 population",16.31,Gross enrollment ratio - Primary (female),142.4031
10819,Madagascar,2010,"Assault rate per 100,000 population",16.31,Gross enrollment ratio - Tertiary (male),3.8399
10820,Madagascar,2010,"Assault rate per 100,000 population",16.31,Gross enrollment ratio - Tertiary (female),3.5006
10822,Madagascar,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Primary (male),145.027
10823,Madagascar,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Primary (female),142.4031
10825,Madagascar,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Tertiary (male),3.8399
10826,Madagascar,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Tertiary (female),3.5006
10828,Madagascar,2010,"Theft at the national level, rate per 100,000 population",0.27,Gross enrollment ratio - Primary (male),145.027
10829,Madagascar,2010,"Theft at the national level, rate per 100,000 population",0.27,Gross enrollment ratio - Primary (female),142.4031
10831,Madagascar,2010,"Theft at the national level, rate per 100,000 population",0.27,Gross enrollment ratio - Tertiary (male),3.8399
10832,Madagascar,2010,"Theft at the national level, rate per 100,000 population",0.27,Gross enrollment ratio - Tertiary (female),3.5006
10834,Madagascar,2010,"Robbery at the national level, rate per 100,000 population",14.802,Gross enrollment ratio - Primary (male),145.027
10835,Madagascar,2010,"Robbery at the national level, rate per 100,000 population",14.802,Gross enrollment ratio - Primary (female),142.4031
10837,Madagascar,2010,"Robbery at the national level, rate per 100,000 population",14.802,Gross enrollment ratio - Tertiary (male),3.8399
10838,Madagascar,2010,"Robbery at the national level, rate per 100,000 population",14.802,Gross enrollment ratio - Tertiary (female),3.5006
10840,Madagascar,2010,"Total Sexual Violence at the national level, rate per 100,000",3.29,Gross enrollment ratio - Primary (male),145.027
10841,Madagascar,2010,"Total Sexual Violence at the national level, rate per 100,000",3.29,Gross enrollment ratio - Primary (female),142.4031
10843,Madagascar,2010,"Total Sexual Violence at the national level, rate per 100,000",3.29,Gross enrollment ratio - Tertiary (male),3.8399
10844,Madagascar,2010,"Total Sexual Violence at the national level, rate per 100,000",3.29,Gross enrollment ratio - Tertiary (female),3.5006
10846,Madagascar,2015,"Assault rate per 100,000 population",9.03,Gross enrollment ratio - Primary (male),147.3339
10847,Madagascar,2015,"Assault rate per 100,000 population",9.03,Gross enrollment ratio - Primary (female),147.2943
10849,Madagascar,2015,"Assault rate per 100,000 population",9.03,Gross enrollment ratio - Secondary (male),38.7248
10850,Madagascar,2015,"Assault rate per 100,000 population",9.03,Gross enrollment ratio - Secondary (female),38.299
10852,Madagascar,2015,"Assault rate per 100,000 population",9.03,Gross enrollment ratio - Tertiary (male),5.0488
10853,Madagascar,2015,"Assault rate per 100,000 population",9.03,Gross enrollment ratio - Tertiary (female),4.5649
10855,Madagascar,2015,"Kidnapping at the national level, rate per 100,000",0.045,Gross enrollment ratio - Primary (male),147.3339
10856,Madagascar,2015,"Kidnapping at the national level, rate per 100,000",0.045,Gross enrollment ratio - Primary (female),147.2943
10858,Madagascar,2015,"Kidnapping at the national level, rate per 100,000",0.045,Gross enrollment ratio - Secondary (male),38.7248
10859,Madagascar,2015,"Kidnapping at the national level, rate per 100,000",0.045,Gross enrollment ratio - Secondary (female),38.299
10861,Madagascar,2015,"Kidnapping at the national level, rate per 100,000",0.045,Gross enrollment ratio - Tertiary (male),5.0488
10862,Madagascar,2015,"Kidnapping at the national level, rate per 100,000",0.045,Gross enrollment ratio - Tertiary (female),4.5649
10864,Madagascar,2015,"Theft at the national level, rate per 100,000 population",0.92,Gross enrollment ratio - Primary (male),147.3339
10865,Madagascar,2015,"Theft at the national level, rate per 100,000 population",0.92,Gross enrollment ratio - Primary (female),147.2943
10867,Madagascar,2015,"Theft at the national level, rate per 100,000 population",0.92,Gross enrollment ratio - Secondary (male),38.7248
10868,Madagascar,2015,"Theft at the national level, rate per 100,000 population",0.92,Gross enrollment ratio - Secondary (female),38.299
10870,Madagascar,2015,"Theft at the national level, rate per 100,000 population",0.92,Gross enrollment ratio - Tertiary (male),5.0488
10871,Madagascar,2015,"Theft at the national level, rate per 100,000 population",0.92,Gross enrollment ratio - Tertiary (female),4.5649
10873,Madagascar,2015,"Robbery at the national level, rate per 100,000 population",7.184,Gross enrollment ratio - Primary (male),147.3339
10874,Madagascar,2015,"Robbery at the national level, rate per 100,000 population",7.184,Gross enrollment ratio - Primary (female),147.2943
10876,Madagascar,2015,"Robbery at the national level, rate per 100,000 population",7.184,Gross enrollment ratio - Secondary (male),38.7248
10877,Madagascar,2015,"Robbery at the national level, rate per 100,000 population",7.184,Gross enrollment ratio - Secondary (female),38.299
10879,Madagascar,2015,"Robbery at the national level, rate per 100,000 population",7.184,Gross enrollment ratio - Tertiary (male),5.0488
10880,Madagascar,2015,"Robbery at the national level, rate per 100,000 population",7.184,Gross enrollment ratio - Tertiary (female),4.5649
10882,Madagascar,2015,"Total Sexual Violence at the national level, rate per 100,000",4.601,Gross enrollment ratio - Primary (male),147.3339
10883,Madagascar,2015,"Total Sexual Violence at the national level, rate per 100,000",4.601,Gross enrollment ratio - Primary (female),147.2943
10885,Madagascar,2015,"Total Sexual Violence at the national level, rate per 100,000",4.601,Gross enrollment ratio - Secondary (male),38.7248
10886,Madagascar,2015,"Total Sexual Violence at the national level, rate per 100,000",4.601,Gross enrollment ratio - Secondary (female),38.299
10888,Madagascar,2015,"Total Sexual Violence at the national level, rate per 100,000",4.601,Gross enrollment ratio - Tertiary (male),5.0488
10889,Madagascar,2015,"Total Sexual Violence at the national level, rate per 100,000",4.601,Gross enrollment ratio - Tertiary (female),4.5649
10891,Malawi,2005,"Intentional homicide rates per 100,000",1.584,Gross enrollment ratio - Primary (male),129.9401
10892,Malawi,2005,"Intentional homicide rates per 100,000",1.584,Gross enrollment ratio - Primary (female),131.0242
10894,Malawi,2005,"Intentional homicide rates per 100,000",1.584,Gross enrollment ratio - Secondary (male),31.3494
10895,Malawi,2005,"Intentional homicide rates per 100,000",1.584,Gross enrollment ratio - Secondary (female),24.8061
10897,Malawi,2005,"Intentional homicide rates per 100,000",1.584,Gross enrollment ratio - Tertiary (male),0.6473
10898,Malawi,2005,"Intentional homicide rates per 100,000",1.584,Gross enrollment ratio - Tertiary (female),0.3451
10900,Malawi,2010,"Intentional homicide rates per 100,000",3.5764,Gross enrollment ratio - Primary (male),137.3193
10901,Malawi,2010,"Intentional homicide rates per 100,000",3.5764,Gross enrollment ratio - Primary (female),140.188
10903,Malawi,2010,"Intentional homicide rates per 100,000",3.5764,Gross enrollment ratio - Secondary (male),36.0818
10904,Malawi,2010,"Intentional homicide rates per 100,000",3.5764,Gross enrollment ratio - Secondary (female),31.9091
10906,Malawi,2010,"Intentional homicide rates per 100,000",3.5764,Gross enrollment ratio - Tertiary (male),0.9026
10907,Malawi,2010,"Intentional homicide rates per 100,000",3.5764,Gross enrollment ratio - Tertiary (female),0.5352
10910,Malaysia,2005,"Intentional homicide rates per 100,000",2.3511,Gross enrollment ratio - Primary (male),99.9744
10911,Malaysia,2005,"Intentional homicide rates per 100,000",2.3511,Gross enrollment ratio - Primary (female),100.0107
10913,Malaysia,2005,"Intentional homicide rates per 100,000",2.3511,Gross enrollment ratio - Secondary (male),76.7978
10914,Malaysia,2005,"Intentional homicide rates per 100,000",2.3511,Gross enrollment ratio - Secondary (female),84.7114
10916,Malaysia,2005,"Intentional homicide rates per 100,000",2.3511,Gross enrollment ratio - Tertiary (male),24.0959
10917,Malaysia,2005,"Intentional homicide rates per 100,000",2.3511,Gross enrollment ratio - Tertiary (female),31.8906
10919,Malaysia,2005,"Assault rate per 100,000 population",16.53,Gross enrollment ratio - Primary (male),99.9744
10920,Malaysia,2005,"Assault rate per 100,000 population",16.53,Gross enrollment ratio - Primary (female),100.0107
10922,Malaysia,2005,"Assault rate per 100,000 population",16.53,Gross enrollment ratio - Secondary (male),76.7978
10923,Malaysia,2005,"Assault rate per 100,000 population",16.53,Gross enrollment ratio - Secondary (female),84.7114
10925,Malaysia,2005,"Assault rate per 100,000 population",16.53,Gross enrollment ratio - Tertiary (male),24.0959
10926,Malaysia,2005,"Assault rate per 100,000 population",16.53,Gross enrollment ratio - Tertiary (female),31.8906
10928,Malaysia,2005,"Theft at the national level, rate per 100,000 population",133.58,Gross enrollment ratio - Primary (male),99.9744
10929,Malaysia,2005,"Theft at the national level, rate per 100,000 population",133.58,Gross enrollment ratio - Primary (female),100.0107
10931,Malaysia,2005,"Theft at the national level, rate per 100,000 population",133.58,Gross enrollment ratio - Secondary (male),76.7978
10932,Malaysia,2005,"Theft at the national level, rate per 100,000 population",133.58,Gross enrollment ratio - Secondary (female),84.7114
10934,Malaysia,2005,"Theft at the national level, rate per 100,000 population",133.58,Gross enrollment ratio - Tertiary (male),24.0959
10935,Malaysia,2005,"Theft at the national level, rate per 100,000 population",133.58,Gross enrollment ratio - Tertiary (female),31.8906
10940,Malaysia,2010,"Intentional homicide rates per 100,000",1.9143,Gross enrollment ratio - Primary (male),99.3327
10941,Malaysia,2010,"Intentional homicide rates per 100,000",1.9143,Gross enrollment ratio - Primary (female),100.2099
10943,Malaysia,2010,"Intentional homicide rates per 100,000",1.9143,Gross enrollment ratio - Secondary (male),74.4854
10944,Malaysia,2010,"Intentional homicide rates per 100,000",1.9143,Gross enrollment ratio - Secondary (female),80.1992
10946,Malaysia,2010,"Intentional homicide rates per 100,000",1.9143,Gross enrollment ratio - Tertiary (male),31.3736
10947,Malaysia,2010,"Intentional homicide rates per 100,000",1.9143,Gross enrollment ratio - Tertiary (female),42.9913
10950,Maldives,2003,"Intentional homicide rates per 100,000",1.3215,Gross enrollment ratio - Primary (male),125.1648
10951,Maldives,2003,"Intentional homicide rates per 100,000",1.3215,Gross enrollment ratio - Primary (female),122.6191
10953,Maldives,2003,"Intentional homicide rates per 100,000",1.3215,Gross enrollment ratio - Secondary (male),63.8518
10954,Maldives,2003,"Intentional homicide rates per 100,000",1.3215,Gross enrollment ratio - Secondary (female),71.7724
10956,Maldives,2003,"Intentional homicide rates per 100,000",1.3215,Gross enrollment ratio - Tertiary (male),0.1146
10957,Maldives,2003,"Intentional homicide rates per 100,000",1.3215,Gross enrollment ratio - Tertiary (female),0.2833
10959,Maldives,2004,"Kidnapping at the national level, rate per 100,000",0.321,Gross enrollment ratio - Primary (male),124.2362
10960,Maldives,2004,"Kidnapping at the national level, rate per 100,000",0.321,Gross enrollment ratio - Primary (female),121.334
10962,Maldives,2004,"Kidnapping at the national level, rate per 100,000",0.321,Gross enrollment ratio - Secondary (male),63.3101
10963,Maldives,2004,"Kidnapping at the national level, rate per 100,000",0.321,Gross enrollment ratio - Secondary (female),72.7255
10977,Maldives,2017,"Kidnapping at the national level, rate per 100,000",6.849,Gross enrollment ratio - Primary (male),96.2041
10978,Maldives,2017,"Kidnapping at the national level, rate per 100,000",6.849,Gross enrollment ratio - Primary (female),98.0793
10980,Maldives,2017,"Kidnapping at the national level, rate per 100,000",6.849,Gross enrollment ratio - Tertiary (male),16.6178
10981,Maldives,2017,"Kidnapping at the national level, rate per 100,000",6.849,Gross enrollment ratio - Tertiary (female),59.7783
10983,Malta,2005,"Intentional homicide rates per 100,000",0.9885,Gross enrollment ratio - Primary (male),101.4559
10984,Malta,2005,"Intentional homicide rates per 100,000",0.9885,Gross enrollment ratio - Primary (female),98.9543
10986,Malta,2005,"Intentional homicide rates per 100,000",0.9885,Gross enrollment ratio - Secondary (male),103.8374
10987,Malta,2005,"Intentional homicide rates per 100,000",0.9885,Gross enrollment ratio - Secondary (female),99.9162
10989,Malta,2005,"Intentional homicide rates per 100,000",0.9885,Gross enrollment ratio - Tertiary (male),27.6774
10990,Malta,2005,"Intentional homicide rates per 100,000",0.9885,Gross enrollment ratio - Tertiary (female),37.2036
10992,Malta,2005,"Percentage of male and female intentional homicide victims, Male",0.9966,Gross enrollment ratio - Primary (male),101.4559
10993,Malta,2005,"Percentage of male and female intentional homicide victims, Male",0.9966,Gross enrollment ratio - Primary (female),98.9543
10995,Malta,2005,"Percentage of male and female intentional homicide victims, Male",0.9966,Gross enrollment ratio - Secondary (male),103.8374
10996,Malta,2005,"Percentage of male and female intentional homicide victims, Male",0.9966,Gross enrollment ratio - Secondary (female),99.9162
10998,Malta,2005,"Percentage of male and female intentional homicide victims, Male",0.9966,Gross enrollment ratio - Tertiary (male),27.6774
10999,Malta,2005,"Percentage of male and female intentional homicide victims, Male",0.9966,Gross enrollment ratio - Tertiary (female),37.2036
11001,Malta,2005,"Percentage of male and female intentional homicide victims, Female",0.9805,Gross enrollment ratio - Primary (male),101.4559
11002,Malta,2005,"Percentage of male and female intentional homicide victims, Female",0.9805,Gross enrollment ratio - Primary (female),98.9543
11004,Malta,2005,"Percentage of male and female intentional homicide victims, Female",0.9805,Gross enrollment ratio - Secondary (male),103.8374
11005,Malta,2005,"Percentage of male and female intentional homicide victims, Female",0.9805,Gross enrollment ratio - Secondary (female),99.9162
11007,Malta,2005,"Percentage of male and female intentional homicide victims, Female",0.9805,Gross enrollment ratio - Tertiary (male),27.6774
11008,Malta,2005,"Percentage of male and female intentional homicide victims, Female",0.9805,Gross enrollment ratio - Tertiary (female),37.2036
11010,Malta,2005,"Theft at the national level, rate per 100,000 population",2373.33,Gross enrollment ratio - Primary (male),101.4559
11011,Malta,2005,"Theft at the national level, rate per 100,000 population",2373.33,Gross enrollment ratio - Primary (female),98.9543
11013,Malta,2005,"Theft at the national level, rate per 100,000 population",2373.33,Gross enrollment ratio - Secondary (male),103.8374
11014,Malta,2005,"Theft at the national level, rate per 100,000 population",2373.33,Gross enrollment ratio - Secondary (female),99.9162
11016,Malta,2005,"Theft at the national level, rate per 100,000 population",2373.33,Gross enrollment ratio - Tertiary (male),27.6774
11017,Malta,2005,"Theft at the national level, rate per 100,000 population",2373.33,Gross enrollment ratio - Tertiary (female),37.2036
11019,Malta,2010,"Intentional homicide rates per 100,000",0.9656,Gross enrollment ratio - Primary (male),101.5852
11020,Malta,2010,"Intentional homicide rates per 100,000",0.9656,Gross enrollment ratio - Primary (female),101.8824
11022,Malta,2010,"Intentional homicide rates per 100,000",0.9656,Gross enrollment ratio - Secondary (male),110.0153
11023,Malta,2010,"Intentional homicide rates per 100,000",0.9656,Gross enrollment ratio - Secondary (female),98.1566
11025,Malta,2010,"Intentional homicide rates per 100,000",0.9656,Gross enrollment ratio - Tertiary (male),32.0317
11026,Malta,2010,"Intentional homicide rates per 100,000",0.9656,Gross enrollment ratio - Tertiary (female),42.9496
11028,Malta,2010,"Percentage of male and female intentional homicide victims, Male",1.4591,Gross enrollment ratio - Primary (male),101.5852
11029,Malta,2010,"Percentage of male and female intentional homicide victims, Male",1.4591,Gross enrollment ratio - Primary (female),101.8824
11031,Malta,2010,"Percentage of male and female intentional homicide victims, Male",1.4591,Gross enrollment ratio - Secondary (male),110.0153
11032,Malta,2010,"Percentage of male and female intentional homicide victims, Male",1.4591,Gross enrollment ratio - Secondary (female),98.1566
11034,Malta,2010,"Percentage of male and female intentional homicide victims, Male",1.4591,Gross enrollment ratio - Tertiary (male),32.0317
11035,Malta,2010,"Percentage of male and female intentional homicide victims, Male",1.4591,Gross enrollment ratio - Tertiary (female),42.9496
11037,Malta,2010,"Percentage of male and female intentional homicide victims, Female",0.4793,Gross enrollment ratio - Primary (male),101.5852
11038,Malta,2010,"Percentage of male and female intentional homicide victims, Female",0.4793,Gross enrollment ratio - Primary (female),101.8824
11040,Malta,2010,"Percentage of male and female intentional homicide victims, Female",0.4793,Gross enrollment ratio - Secondary (male),110.0153
11041,Malta,2010,"Percentage of male and female intentional homicide victims, Female",0.4793,Gross enrollment ratio - Secondary (female),98.1566
11043,Malta,2010,"Percentage of male and female intentional homicide victims, Female",0.4793,Gross enrollment ratio - Tertiary (male),32.0317
11044,Malta,2010,"Percentage of male and female intentional homicide victims, Female",0.4793,Gross enrollment ratio - Tertiary (female),42.9496
11046,Malta,2010,"Assault rate per 100,000 population",43.48,Gross enrollment ratio - Primary (male),101.5852
11047,Malta,2010,"Assault rate per 100,000 population",43.48,Gross enrollment ratio - Primary (female),101.8824
11049,Malta,2010,"Assault rate per 100,000 population",43.48,Gross enrollment ratio - Secondary (male),110.0153
11050,Malta,2010,"Assault rate per 100,000 population",43.48,Gross enrollment ratio - Secondary (female),98.1566
11052,Malta,2010,"Assault rate per 100,000 population",43.48,Gross enrollment ratio - Tertiary (male),32.0317
11053,Malta,2010,"Assault rate per 100,000 population",43.48,Gross enrollment ratio - Tertiary (female),42.9496
11055,Malta,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Primary (male),101.5852
11056,Malta,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Primary (female),101.8824
11058,Malta,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Secondary (male),110.0153
11059,Malta,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Secondary (female),98.1566
11061,Malta,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Tertiary (male),32.0317
11062,Malta,2010,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Tertiary (female),42.9496
11064,Malta,2010,"Theft at the national level, rate per 100,000 population",1876.57,Gross enrollment ratio - Primary (male),101.5852
11065,Malta,2010,"Theft at the national level, rate per 100,000 population",1876.57,Gross enrollment ratio - Primary (female),101.8824
11067,Malta,2010,"Theft at the national level, rate per 100,000 population",1876.57,Gross enrollment ratio - Secondary (male),110.0153
11068,Malta,2010,"Theft at the national level, rate per 100,000 population",1876.57,Gross enrollment ratio - Secondary (female),98.1566
11070,Malta,2010,"Theft at the national level, rate per 100,000 population",1876.57,Gross enrollment ratio - Tertiary (male),32.0317
11071,Malta,2010,"Theft at the national level, rate per 100,000 population",1876.57,Gross enrollment ratio - Tertiary (female),42.9496
11073,Malta,2010,"Robbery at the national level, rate per 100,000 population",47.343,Gross enrollment ratio - Primary (male),101.5852
11074,Malta,2010,"Robbery at the national level, rate per 100,000 population",47.343,Gross enrollment ratio - Primary (female),101.8824
11076,Malta,2010,"Robbery at the national level, rate per 100,000 population",47.343,Gross enrollment ratio - Secondary (male),110.0153
11077,Malta,2010,"Robbery at the national level, rate per 100,000 population",47.343,Gross enrollment ratio - Secondary (female),98.1566
11079,Malta,2010,"Robbery at the national level, rate per 100,000 population",47.343,Gross enrollment ratio - Tertiary (male),32.0317
11080,Malta,2010,"Robbery at the national level, rate per 100,000 population",47.343,Gross enrollment ratio - Tertiary (female),42.9496
11082,Malta,2010,"Total Sexual Violence at the national level, rate per 100,000",21.981,Gross enrollment ratio - Primary (male),101.5852
11083,Malta,2010,"Total Sexual Violence at the national level, rate per 100,000",21.981,Gross enrollment ratio - Primary (female),101.8824
11085,Malta,2010,"Total Sexual Violence at the national level, rate per 100,000",21.981,Gross enrollment ratio - Secondary (male),110.0153
11086,Malta,2010,"Total Sexual Violence at the national level, rate per 100,000",21.981,Gross enrollment ratio - Secondary (female),98.1566
11088,Malta,2010,"Total Sexual Violence at the national level, rate per 100,000",21.981,Gross enrollment ratio - Tertiary (male),32.0317
11089,Malta,2010,"Total Sexual Violence at the national level, rate per 100,000",21.981,Gross enrollment ratio - Tertiary (female),42.9496
11091,Malta,2015,"Intentional homicide rates per 100,000",0.9226,Gross enrollment ratio - Primary (male),102.814
11092,Malta,2015,"Intentional homicide rates per 100,000",0.9226,Gross enrollment ratio - Primary (female),104.3316
11094,Malta,2015,"Intentional homicide rates per 100,000",0.9226,Gross enrollment ratio - Secondary (male),92.1286
11095,Malta,2015,"Intentional homicide rates per 100,000",0.9226,Gross enrollment ratio - Secondary (female),97.8451
11097,Malta,2015,"Intentional homicide rates per 100,000",0.9226,Gross enrollment ratio - Tertiary (male),39.8632
11098,Malta,2015,"Intentional homicide rates per 100,000",0.9226,Gross enrollment ratio - Tertiary (female),55.0276
11100,Malta,2015,"Percentage of male and female intentional homicide victims, Male",0.9218,Gross enrollment ratio - Primary (male),102.814
11101,Malta,2015,"Percentage of male and female intentional homicide victims, Male",0.9218,Gross enrollment ratio - Primary (female),104.3316
11103,Malta,2015,"Percentage of male and female intentional homicide victims, Male",0.9218,Gross enrollment ratio - Secondary (male),92.1286
11104,Malta,2015,"Percentage of male and female intentional homicide victims, Male",0.9218,Gross enrollment ratio - Secondary (female),97.8451
11106,Malta,2015,"Percentage of male and female intentional homicide victims, Male",0.9218,Gross enrollment ratio - Tertiary (male),39.8632
11107,Malta,2015,"Percentage of male and female intentional homicide victims, Male",0.9218,Gross enrollment ratio - Tertiary (female),55.0276
11109,Malta,2015,"Percentage of male and female intentional homicide victims, Female",0.9234,Gross enrollment ratio - Primary (male),102.814
11110,Malta,2015,"Percentage of male and female intentional homicide victims, Female",0.9234,Gross enrollment ratio - Primary (female),104.3316
11112,Malta,2015,"Percentage of male and female intentional homicide victims, Female",0.9234,Gross enrollment ratio - Secondary (male),92.1286
11113,Malta,2015,"Percentage of male and female intentional homicide victims, Female",0.9234,Gross enrollment ratio - Secondary (female),97.8451
11115,Malta,2015,"Percentage of male and female intentional homicide victims, Female",0.9234,Gross enrollment ratio - Tertiary (male),39.8632
11116,Malta,2015,"Percentage of male and female intentional homicide victims, Female",0.9234,Gross enrollment ratio - Tertiary (female),55.0276
11118,Malta,2015,"Assault rate per 100,000 population",42.17,Gross enrollment ratio - Primary (male),102.814
11119,Malta,2015,"Assault rate per 100,000 population",42.17,Gross enrollment ratio - Primary (female),104.3316
11121,Malta,2015,"Assault rate per 100,000 population",42.17,Gross enrollment ratio - Secondary (male),92.1286
11122,Malta,2015,"Assault rate per 100,000 population",42.17,Gross enrollment ratio - Secondary (female),97.8451
11124,Malta,2015,"Assault rate per 100,000 population",42.17,Gross enrollment ratio - Tertiary (male),39.8632
11125,Malta,2015,"Assault rate per 100,000 population",42.17,Gross enrollment ratio - Tertiary (female),55.0276
11127,Malta,2015,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Primary (male),102.814
11128,Malta,2015,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Primary (female),104.3316
11130,Malta,2015,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Secondary (male),92.1286
11131,Malta,2015,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Secondary (female),97.8451
11133,Malta,2015,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Tertiary (male),39.8632
11134,Malta,2015,"Kidnapping at the national level, rate per 100,000",0.0,Gross enrollment ratio - Tertiary (female),55.0276
11136,Malta,2015,"Theft at the national level, rate per 100,000 population",1993.78,Gross enrollment ratio - Primary (male),102.814
11137,Malta,2015,"Theft at the national level, rate per 100,000 population",1993.78,Gross enrollment ratio - Primary (female),104.3316
11139,Malta,2015,"Theft at the national level, rate per 100,000 population",1993.78,Gross enrollment ratio - Secondary (male),92.1286
11140,Malta,2015,"Theft at the national level, rate per 100,000 population",1993.78,Gross enrollment ratio - Secondary (female),97.8451
11142,Malta,2015,"Theft at the national level, rate per 100,000 population",1993.78,Gross enrollment ratio - Tertiary (male),39.8632
11143,Malta,2015,"Theft at the national level, rate per 100,000 population",1993.78,Gross enrollment ratio - Tertiary (female),55.0276
11145,Malta,2015,"Robbery at the national level, rate per 100,000 population",55.76,Gross enrollment ratio - Primary (male),102.814
11146,Malta,2015,"Robbery at the national level, rate per 100,000 population",55.76,Gross enrollment ratio - Primary (female),104.3316
11148,Malta,2015,"Robbery at the national level, rate per 100,000 population",55.76,Gross enrollment ratio - Secondary (male),92.1286
11149,Malta,2015,"Robbery at the national level, rate per 100,000 population",55.76,Gross enrollment ratio - Secondary (female),97.8451
11151,Malta,2015,"Robbery at the national level, rate per 100,000 population",55.76,Gross enrollment ratio - Tertiary (male),39.8632
11152,Malta,2015,"Robbery at the national level, rate per 100,000 population",55.76,Gross enrollment ratio - Tertiary (female),55.0276
11154,Malta,2015,"Total Sexual Violence at the national level, rate per 100,000",23.963,Gross enrollment ratio - Primary (male),102.814
