Num,Region,Year,Series,Value,Footnotes,Source
328,Guyana,2010,"Total Sexual Violence at the national level, rate per 100,000",19.6260,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2016,"Intentional homicide rates per 100,000",18.4090,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2016,"Percentage of male and female intentional homicide victims, Male",34.1737,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2016,"Percentage of male and female intentional homicide victims, Female",2.5967,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2016,"Assault rate per 100,000 population",149.6800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2016,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2016,"Theft at the national level, rate per 100,000 population",624.6400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2016,"Robbery at the national level, rate per 100,000 population",167.1850,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2016,"Total Sexual Violence at the national level, rate per 100,000",37.4840,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2017,"Intentional homicide rates per 100,000",14.8345,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2017,"Percentage of male and female intentional homicide victims, Male",24.1845,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2017,"Percentage of male and female intentional homicide victims, Female",5.4328,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2017,"Assault rate per 100,000 population",271.2300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2017,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2017,"Robbery at the national level, rate per 100,000 population",161.2900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
328,Guyana,2017,"Total Sexual Violence at the national level, rate per 100,000",31.7420,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
332,Haiti,2010,"Intentional homicide rates per 100,000",6.8045,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
332,Haiti,2016,"Intentional homicide rates per 100,000",9.4834,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
332,Haiti,2016,"Percentage of male and female intentional homicide victims, Male",17.7363,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
332,Haiti,2016,"Percentage of male and female intentional homicide victims, Female",1.4391,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2010,"Intentional homicide rates per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2010,"Percentage of male and female intentional homicide victims, Male",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2010,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2010,"Assault rate per 100,000 population",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2010,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2010,"Theft at the national level, rate per 100,000 population",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2010,"Robbery at the national level, rate per 100,000 population",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2010,"Total Sexual Violence at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2015,"Intentional homicide rates per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2015,"Percentage of male and female intentional homicide victims, Male",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2015,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2015,"Assault rate per 100,000 population",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2015,"Kidnapping at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2015,"Theft at the national level, rate per 100,000 population",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2015,"Robbery at the national level, rate per 100,000 population",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
336,Holy See,2015,"Total Sexual Violence at the national level, rate per 100,000",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2005,"Intentional homicide rates per 100,000",43.0622,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2010,"Intentional homicide rates per 100,000",74.9747,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2010,"Percentage of male and female intentional homicide victims, Male",141.0385,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2010,"Percentage of male and female intentional homicide victims, Female",9.2308,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2010,"Theft at the national level, rate per 100,000 population",53.8400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2016,"Intentional homicide rates per 100,000",55.5508,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2016,"Percentage of male and female intentional homicide victims, Male",101.1738,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2016,"Percentage of male and female intentional homicide victims, Female",10.0477,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2016,"Assault rate per 100,000 population",14.5300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2016,"Kidnapping at the national level, rate per 100,000",0.2370,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2016,"Theft at the national level, rate per 100,000 population",33.3100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2016,"Robbery at the national level, rate per 100,000 population",180.1750,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2016,"Total Sexual Violence at the national level, rate per 100,000",16.6330,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2017,"Intentional homicide rates per 100,000",40.9799,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2017,"Percentage of male and female intentional homicide victims, Male",73.7337,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2017,"Percentage of male and female intentional homicide victims, Female",8.3012,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2017,"Assault rate per 100,000 population",21.7700,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2017,"Kidnapping at the national level, rate per 100,000",0.2120,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2017,"Robbery at the national level, rate per 100,000 population",120.8290,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
340,Honduras,2017,"Total Sexual Violence at the national level, rate per 100,000",15.5160,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2005,"Intentional homicide rates per 100,000",1.6260,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2005,"Percentage of male and female intentional homicide victims, Male",1.8289,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2005,"Percentage of male and female intentional homicide victims, Female",1.4428,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2005,"Assault rate per 100,000 population",122.3400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2005,"Kidnapping at the national level, rate per 100,000",0.0690,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2005,"Theft at the national level, rate per 100,000 population",1251.7600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2005,"Total Sexual Violence at the national level, rate per 100,000",8.5070,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2010,"Intentional homicide rates per 100,000",1.3901,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2010,"Percentage of male and female intentional homicide victims, Male",1.6347,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2010,"Percentage of male and female intentional homicide victims, Female",1.1693,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2010,"Assault rate per 100,000 population",146.7600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2010,"Kidnapping at the national level, rate per 100,000",0.1810,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2010,"Theft at the national level, rate per 100,000 population",1351.8300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2010,"Robbery at the national level, rate per 100,000 population",34.2100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2010,"Total Sexual Violence at the national level, rate per 100,000",13.0150,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2015,"Intentional homicide rates per 100,000",2.2602,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2015,"Percentage of male and female intentional homicide victims, Male",2.5609,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2015,"Percentage of male and female intentional homicide victims, Female",1.9878,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2015,"Assault rate per 100,000 population",127.5500,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2015,"Theft at the national level, rate per 100,000 population",1138.5400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2015,"Robbery at the national level, rate per 100,000 population",14.7270,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2015,"Total Sexual Violence at the national level, rate per 100,000",17.2430,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2016,"Intentional homicide rates per 100,000",2.0712,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2016,"Percentage of male and female intentional homicide victims, Male",2.5882,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2016,"Percentage of male and female intentional homicide victims, Female",1.6026,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2016,"Kidnapping at the national level, rate per 100,000",0.0510,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2016,"Theft at the national level, rate per 100,000 population",959.6200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2016,"Robbery at the national level, rate per 100,000 population",11.3200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2016,"Total Sexual Violence at the national level, rate per 100,000",6.1520,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2017,"Intentional homicide rates per 100,000",2.4872,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2017,"Percentage of male and female intentional homicide victims, Male",3.6742,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2017,"Percentage of male and female intentional homicide victims, Female",1.4109,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2017,"Kidnapping at the national level, rate per 100,000",0.0310,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2017,"Robbery at the national level, rate per 100,000 population",8.6430,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
348,Hungary,2017,"Total Sexual Violence at the national level, rate per 100,000",6.0430,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2005,"Intentional homicide rates per 100,000",1.0170,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2005,"Percentage of male and female intentional homicide victims, Male",2.0283,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2005,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2005,"Theft at the national level, rate per 100,000 population",1078.3100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2005,"Total Sexual Violence at the national level, rate per 100,000",97.6270,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2010,"Intentional homicide rates per 100,000",0.6243,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2010,"Percentage of male and female intentional homicide victims, Male",1.2393,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2010,"Percentage of male and female intentional homicide victims, Female",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2010,"Assault rate per 100,000 population",17.8100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2010,"Theft at the national level, rate per 100,000 population",1537.5000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2010,"Robbery at the national level, rate per 100,000 population",13.1250,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2010,"Total Sexual Violence at the national level, rate per 100,000",67.8130,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2016,"Intentional homicide rates per 100,000",0.3010,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2016,"Percentage of male and female intentional homicide victims, Male",0.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2016,"Percentage of male and female intentional homicide victims, Female",0.6040,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2016,"Assault rate per 100,000 population",22.2900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2016,"Theft at the national level, rate per 100,000 population",1045.7800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2016,"Robbery at the national level, rate per 100,000 population",15.0600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2016,"Total Sexual Violence at the national level, rate per 100,000",150.0000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2017,"Intentional homicide rates per 100,000",0.8971,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2017,"Percentage of male and female intentional homicide victims, Male",0.5961,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2017,"Percentage of male and female intentional homicide victims, Female",1.2002,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2017,"Assault rate per 100,000 population",30.8400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2017,"Robbery at the national level, rate per 100,000 population",14.6710,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
352,Iceland,2017,"Total Sexual Violence at the national level, rate per 100,000",142.5150,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2005,"Intentional homicide rates per 100,000",3.9295,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2005,"Percentage of male and female intentional homicide victims, Male",4.9957,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2005,"Percentage of male and female intentional homicide victims, Female",2.7732,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2005,"Assault rate per 100,000 population",23.6000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2005,"Kidnapping at the national level, rate per 100,000",1.9900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2005,"Theft at the national level, rate per 100,000 population",23.8000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2005,"Total Sexual Violence at the national level, rate per 100,000",5.4480,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2010,"Intentional homicide rates per 100,000",3.7641,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2010,"Percentage of male and female intentional homicide victims, Male",4.4520,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2010,"Percentage of male and female intentional homicide victims, Female",3.0182,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2010,"Assault rate per 100,000 population",23.4200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2010,"Kidnapping at the national level, rate per 100,000",3.1140,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2010,"Theft at the national level, rate per 100,000 population",26.7600,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2010,"Robbery at the national level, rate per 100,000 population",1.8950,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2010,"Total Sexual Violence at the national level, rate per 100,000",5.8940,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2013,"Intentional homicide rates per 100,000",3.5819,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2013,"Percentage of male and female intentional homicide victims, Male",4.1982,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2013,"Percentage of male and female intentional homicide victims, Female",2.9139,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2013,"Assault rate per 100,000 population",26.1300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2013,"Kidnapping at the national level, rate per 100,000",5.1110,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2013,"Theft at the national level, rate per 100,000 population",29.0900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2013,"Robbery at the national level, rate per 100,000 population",2.8470,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2013,"Total Sexual Violence at the national level, rate per 100,000",9.1370,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2017,"Intentional homicide rates per 100,000",3.1249,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2017,"Percentage of male and female intentional homicide victims, Male",3.4388,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
356,India,2017,"Percentage of male and female intentional homicide victims, Female",2.7850,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2004,"Intentional homicide rates per 100,000",0.6355,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2010,"Intentional homicide rates per 100,000",0.4375,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2010,"Assault rate per 100,000 population",13.2200,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2010,"Kidnapping at the national level, rate per 100,000",0.1650,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2010,"Theft at the national level, rate per 100,000 population",10.1100,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2010,"Robbery at the national level, rate per 100,000 population",4.0980,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2016,"Intentional homicide rates per 100,000",0.4940,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2016,"Assault rate per 100,000 population",5.5300,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2016,"Kidnapping at the national level, rate per 100,000",0.1430,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2016,"Theft at the national level, rate per 100,000 population",10.1800,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2016,"Robbery at the national level, rate per 100,000 population",4.6240,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2016,"Total Sexual Violence at the national level, rate per 100,000",2.0060,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2017,"Intentional homicide rates per 100,000",0.4345,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2017,"Assault rate per 100,000 population",4.6900,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2017,"Kidnapping at the national level, rate per 100,000",0.0910,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2017,"Robbery at the national level, rate per 100,000 population",4.0400,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
360,Indonesia,2017,"Total Sexual Violence at the national level, rate per 100,000",2.0830,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
364,Iran (Islamic Republic of),2004,"Intentional homicide rates per 100,000",2.9224,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
364,Iran (Islamic Republic of),2004,"Theft at the national level, rate per 100,000 population",159.3000,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
364,Iran (Islamic Republic of),2009,"Intentional homicide rates per 100,000",3.0374,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
364,Iran (Islamic Republic of),2014,"Intentional homicide rates per 100,000",2.4992,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
364,Iran (Islamic Republic of),2014,"Percentage of male and female intentional homicide victims, Male",4.3685,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
364,Iran (Islamic Republic of),2014,"Percentage of male and female intentional homicide victims, Female",0.5857,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
368,Iraq,2010,"Intentional homicide rates per 100,000",9.0478,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
368,Iraq,2010,"Percentage of male and female intentional homicide victims, Male",14.7040,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
368,Iraq,2010,"Percentage of male and female intentional homicide victims, Female",3.2753,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
368,Iraq,2013,"Intentional homicide rates per 100,000",10.0703,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
368,Iraq,2013,"Percentage of male and female intentional homicide victims, Male",16.7013,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed June 2020."
