Region,Year,CrimeRate,EducationRate,CrimeInfo,EducationInfo,Gender
South Africa,2017,293.55,7582.154,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
South Africa,2017,9.569,1116.017,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
South Africa,2017,9.569,5052.18,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
South Africa,2017,9.569,7582.154,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
South Africa,2017,331.686,1116.017,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
South Africa,2017,331.686,5052.18,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
South Africa,2017,331.686,7582.154,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
South Africa,2017,87.893,1116.017,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
South Africa,2017,87.893,5052.18,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
South Africa,2017,87.893,7582.154,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Switzerland,2005,1.0153,199.696,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Switzerland,2005,1.0153,574.783,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Switzerland,2005,1.0153,524.222,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Switzerland,2005,109.64,199.696,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Switzerland,2005,109.64,574.783,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Switzerland,2005,109.64,524.222,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Switzerland,2005,3.317,199.696,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Switzerland,2005,3.317,574.783,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Switzerland,2005,3.317,524.222,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Switzerland,2005,1927.98,199.696,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Switzerland,2005,1927.98,574.783,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Switzerland,2005,1927.98,524.222,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Trinidad and Tobago,2005,53.9453,100.7071,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Tunisia,2010,2.6892,370.058,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Tunisia,2010,2.6892,1163.833,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Tunisia,2010,2.6892,1030.109,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Ukraine,2010,6.5512,71.2595,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Ukraine,2010,6.5512,96.7115,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Ukraine,2010,6.5512,98.546,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
United Arab Emirates,2010,0.8332,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
United Kingdom,2010,0.9028,67.5245,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
United Kingdom,2010,0.9028,103.091,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
United Kingdom,2010,0.9028,104.2641,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
United States Virgin Islands,2010,12.6539,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Uruguay,2016,13.6804,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Venezuela (Boliv. Rep. of),2005,4.215,79.2576,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Venezuela (Boliv. Rep. of),2005,4.215,103.167,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Yemen,2009,4.3968,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Yemen,2009,0.11,NULL,"Assault rate per 100,000 population",NULL,NULL
Yemen,2009,0.182,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Yemen,2009,0.32,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Zambia,2010,5.9827,2899.131,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Zimbabwe,2005,11.1786,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Zimbabwe,2005,766,NULL,"Assault rate per 100,000 population",NULL,NULL
Zimbabwe,2005,0.356,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Zimbabwe,2005,915.04,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Central America,2005,16.3494,NULL,"Intentional homicide rates per 100,000",NULL,NULL
South America,2010,3.5726,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Asia,2005,1.6626,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Central Asia,2017,5.7951,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Eastern Asia,2017,0.5508,NULL,"Intentional homicide rates per 100,000",NULL,NULL
South-eastern Asia,2017,0.7069,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Southern Asia,2017,3.1627,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Southern Asia,2017,4.1186,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Eastern Europe,2017,9.1715,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Australia and New Zealand,2010,1.195,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Albania,2017,3.0621,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Antigua and Barbuda,2002,10.1753,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Bahamas,2012,30.5296,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Bahamas,2012,860.44,NULL,"Assault rate per 100,000 population",NULL,NULL
Bahamas,2012,7.701,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Bahamas,2012,545.33,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Bahamas,2012,100.824,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Bahamas,2012,82.143,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Bahamas,2017,3.0555,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Belize,2009,55.856,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Bermuda,2016,0,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Bhutan,2005,1.6956,3.553,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Bhutan,2005,1.6956,42.144,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Bhutan,2005,1.6956,99.458,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Bolivia (Plurin. State of),2016,6.2184,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Bolivia (Plurin. State of),2016,73.5,NULL,"Assault rate per 100,000 population",NULL,NULL
Bolivia (Plurin. State of),2016,1.496,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Bosnia and Herzegovina,2010,0.5302,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Bosnia and Herzegovina,2016,1.8075,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Botswana,2005,16.175,19.655,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Botswana,2005,16.175,173.027,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Botswana,2005,16.175,329.191,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Brazil,2005,23.4488,4572.297,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Brazil,2005,23.4488,24863.112,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Brazil,2005,23.4488,18661.105,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Brazil,2010,22.1099,6552.707,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Brazil,2010,22.1099,23538.717,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Brazil,2010,22.1099,16893.49,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Brazil,2010,365.69,6552.707,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Brazil,2010,365.69,23538.717,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Brazil,2010,365.69,16893.49,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Brazil,2010,0.205,6552.707,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Brazil,2010,0.205,23538.717,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Brazil,2010,0.205,16893.49,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Brazil,2010,706.5,6552.707,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Brazil,2010,706.5,23538.717,"Theft at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Brazil,2010,706.5,16893.49,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Brazil,2010,552.358,6552.707,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Brazil,2010,552.358,23538.717,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Brazil,2010,552.358,16893.49,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Brazil,2010,23.772,6552.707,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Brazil,2010,23.772,23538.717,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Brazil,2010,23.772,16893.49,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
British Virgin Islands,2002,4.7331,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Brunei Darussalam,2010,0.2573,5.776,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Brunei Darussalam,2010,0.2573,48.724,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Brunei Darussalam,2010,0.2573,44.215,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Bulgaria,2010,3.3466,49.9636,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Bulgaria,2010,3.3466,92.1259,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Bulgaria,2010,3.3466,108.4952,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Bulgaria,2017,1.4502,249.937,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Bulgaria,2017,1.4502,485.586,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Bulgaria,2017,1.4502,264.503,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Bulgaria,2017,39.58,249.937,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Bulgaria,2017,39.58,485.586,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Bulgaria,2017,39.58,264.503,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Bulgaria,2017,1.436,249.937,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Bulgaria,2017,1.436,485.586,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Bulgaria,2017,1.436,264.503,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Bulgaria,2017,21.937,249.937,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Bulgaria,2017,21.937,485.586,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Bulgaria,2017,21.937,264.503,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Bulgaria,2017,9.195,249.937,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Bulgaria,2017,9.195,485.586,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Bulgaria,2017,9.195,264.503,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Burkina Faso,2005,0.4694,27.942,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Burkina Faso,2005,0.4694,295.412,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Burkina Faso,2005,0.4694,1270.837,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Burundi,2014,9.4816,7.7523,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Burundi,2014,9.4816,42.0569,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Burundi,2014,9.4816,132.1384,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Cameroon,2017,1.3881,290.259,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Cameroon,2017,1.3881,4371.381,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Cameroon,2017,18.15,290.259,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Cameroon,2017,18.15,4371.381,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Cameroon,2017,3.497,290.259,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Cameroon,2017,3.497,4371.381,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Cameroon,2017,18.147,290.259,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Cameroon,2017,18.147,4371.381,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Canada,2005,1.1098,100.2344,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Canada,2005,1.1098,96.9387,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Central African Republic,2016,29.7932,18.2263,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Central African Republic,2016,29.7932,114.5607,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
China,2017,0.5623,NULL,"Intentional homicide rates per 100,000",NULL,NULL
"China, Hong Kong SAR",2005,0.6457,33.4184,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
"China, Hong Kong SAR",2005,0.6457,81.9397,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
"China, Hong Kong SAR",2010,0.4883,59.7375,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
"China, Hong Kong SAR",2010,0.4883,87.9032,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
"China, Macao SAR",2010,0,54.0935,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
"China, Macao SAR",2010,0,86.3767,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
"China, Macao SAR",2010,0,93.9989,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
"China, Macao SAR",2017,0.6178,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Croatia,2016,0.9156,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Cuba,2005,9.1926,46.4015,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Cuba,2005,9.1926,92.2962,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Cuba,2005,9.1926,102.558,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Cuba,2005,2.9743,78.485,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Cuba,2005,2.9743,93.8511,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Cuba,2005,2.9743,99.577,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Cuba,2010,6.7877,72.2058,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Cuba,2010,6.7877,92.1176,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Cuba,2010,6.7877,102.6321,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Cyprus,2017,0,82.3541,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Cyprus,2017,0,99.5305,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Cyprus,2017,0,99.3617,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Czechia,2016,0.6667,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Czechia,2017,0.6202,352.873,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Czechia,2017,0.6202,772.457,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Czechia,2017,0.6202,575.98,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Czechia,2017,44.8,352.873,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Czechia,2017,44.8,772.457,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Czechia,2017,44.8,575.98,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Czechia,2017,0.16,352.873,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Czechia,2017,0.16,772.457,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Czechia,2017,0.16,575.98,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Czechia,2017,14.895,352.873,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Czechia,2017,14.895,772.457,"Robbery at the national level, rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Czechia,2017,14.895,575.98,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Czechia,2017,13.288,352.873,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Czechia,2017,13.288,772.457,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Czechia,2017,13.288,575.98,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Denmark,2005,1.3034,67.6549,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Denmark,2005,1.3034,121.8641,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Denmark,2005,1.3034,98.7853,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Dominica,2001,1.4353,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Dominica,2011,0,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Dominican Republic,2010,4.3521,82.7894,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Dominican Republic,2010,4.3521,103.4137,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
France,2016,1.6953,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Georgia,2010,8.1413,28.3643,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Georgia,2010,8.1413,102.6589,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Georgia,2010,1.3047,37.0455,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Georgia,2010,1.3047,104.1176,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Greenland,2010,19.4216,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Grenada,2016,9.9761,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Grenada,2016,397.27,NULL,"Assault rate per 100,000 population",NULL,NULL
Grenada,2016,0,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Grenada,2016,2250.91,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Grenada,2016,50,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Grenada,2016,208.182,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Grenada,2017,10.8231,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Grenada,2017,337.84,NULL,"Assault rate per 100,000 population",NULL,NULL
Grenada,2017,0,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Grenada,2017,51.351,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Grenada,2017,179.279,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Guadeloupe,2005,5.7086,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Guyana,2010,29.3048,6.9248,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
Guyana,2010,29.3048,88.4107,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Guyana,2010,29.3048,97.9368,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Honduras,2016,10.0477,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
India,2017,3.4388,26.9114,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Tertiary (male),M
India,2017,3.4388,72.9589,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
India,2017,3.4388,105.581,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Jamaica,2016,9.2319,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Jamaica,2017,102.4923,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Kuwait,2005,1.7209,114.7278,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Kuwait,2005,1.7209,106.9174,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Kuwait,2009,1.7369,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Kuwait,2009,2.2643,NULL,"Percentage of male and female intentional homicide victims, Male",NULL,NULL
Kuwait,2009,24.32,NULL,"Assault rate per 100,000 population",NULL,NULL
Kuwait,2009,12.69,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Kuwait,2009,288.16,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Kuwait,2009,18.043,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Lebanon,2017,3.6074,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Lebanon,2017,2.229,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Luxembourg,2014,0.7201,101.6097,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Secondary (male),M
Luxembourg,2014,0.7201,97.4011,"Percentage of male and female intentional homicide victims, Male",Gross enrollment ratio - Primary (male),M
Malta,2005,0.9805,37.2036,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Malta,2005,0.9805,99.9162,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Malta,2005,0.9805,98.9543,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Martinique,2009,2.7738,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Martinique,2009,1.4068,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Montenegro,2010,2.2152,58.3345,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Tertiary (female),F
Montenegro,2010,2.2152,101.8774,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Secondary (female),F
Montenegro,2010,2.2152,110.6316,"Percentage of male and female intentional homicide victims, Female",Gross enrollment ratio - Primary (female),F
Montenegro,2016,4.4638,NULL,"Intentional homicide rates per 100,000",NULL,NULL
Montenegro,2016,20.41,NULL,"Assault rate per 100,000 population",NULL,NULL
Montenegro,2016,0.319,NULL,"Kidnapping at the national level, rate per 100,000",NULL,NULL
Montenegro,2016,80.7,NULL,"Theft at the national level, rate per 100,000 population",NULL,NULL
Montenegro,2016,20.415,NULL,"Robbery at the national level, rate per 100,000 population",NULL,NULL
Montenegro,2016,3.509,NULL,"Total Sexual Violence at the national level, rate per 100,000",NULL,NULL
Morocco,2015,1.2434,877.404,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Morocco,2015,1.2434,4039.392,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Morocco,2015,162.34,877.404,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Morocco,2015,162.34,4039.392,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Morocco,2015,1.91,877.404,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Morocco,2015,1.91,4039.392,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Morocco,2015,140.19,877.404,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Morocco,2015,140.19,4039.392,"Theft at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Morocco,2015,54.947,877.404,"Robbery at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Morocco,2015,54.947,4039.392,"Robbery at the national level, rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Morocco,2015,10.048,877.404,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Morocco,2015,10.048,4039.392,"Total Sexual Violence at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Morocco,2017,0.6299,NULL,"Percentage of male and female intentional homicide victims, Female",NULL,NULL
Namibia,2010,14.8192,406.535,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Nepal,2005,3.4104,187.165,"Intentional homicide rates per 100,000",Students enrolled in tertiary education (thousands),Combined
Nepal,2005,3.4104,2054.165,"Intentional homicide rates per 100,000",Students enrolled in secondary education (thousands),Combined
Nepal,2005,3.4104,4030.045,"Intentional homicide rates per 100,000",Students enrolled in primary education (thousands),Combined
Nepal,2005,4.07,187.165,"Assault rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
Nepal,2005,4.07,2054.165,"Assault rate per 100,000 population",Students enrolled in secondary education (thousands),Combined
Nepal,2005,4.07,4030.045,"Assault rate per 100,000 population",Students enrolled in primary education (thousands),Combined
Nepal,2005,0.478,187.165,"Kidnapping at the national level, rate per 100,000",Students enrolled in tertiary education (thousands),Combined
Nepal,2005,0.478,2054.165,"Kidnapping at the national level, rate per 100,000",Students enrolled in secondary education (thousands),Combined
Nepal,2005,0.478,4030.045,"Kidnapping at the national level, rate per 100,000",Students enrolled in primary education (thousands),Combined
Nepal,2005,1.99,187.165,"Theft at the national level, rate per 100,000 population",Students enrolled in tertiary education (thousands),Combined
